perturbation,generation,morcela,generation_cleaned,hadR,perplexity,slor,ntokens
english,"I 'll do that, '' commanded Anne to have a good time, in spite of the silence which this was evidently absurd was her secret admirer of what she told Mrs. Allan that you were to be taken care of there, and she never",5.538114216809747,"I 'll do that, '' commanded Anne to have a good time, in spite of the silence which this was evidently absurd was her secret admirer of what she told Mrs. Allan that you were to be taken care of there, and she never",False,1.0958451042467392,7.630706005363162,50
english,"What for would we do without you, if I were a family then I would say we have a nice party here.",5.207720773934797,"What for would we do without you, if I were a family then I would say we have a nice party here.",False,1.1754746411965948,6.828994827009402,24
english,"The city is in a series of the most populated parts of the country, or in a small colony known as the Republic of Hawaii.",5.2299970230054225,"The city is in a series of the most populated parts of the country, or in a small colony known as the Republic of Hawaii.",False,1.1381842432568188,6.923744585161903,27
english,"And the boy had told him of his adventures, and how he had come.",5.5557060984268025,"And the boy had told him of his adventures, and how he had come.",False,1.2297563524595994,7.0008336669363285,16
english,He was a great favorite with us as a people.,5.423046809472444,He was a great favorite with us as a people.,False,1.451820578084066,6.411486074624396,11
english,It's a good thing you got to do now.,5.5551892241263054,It's a good thing you got to do now.,False,1.322553585571699,6.560374457207886,11
english,(GRUNTING AND EXAMIN SCREAMING) (GROANING),7.702744729363916,(GRUNTING AND EXAMIN SCREAMING) (GROANING),False,1.2422217549909036,10.191907290799534,18
english,Mmm-hmm.,6.907429007686285,Mmm-hmm.,False,1.778714404982662,7.366388397094444,6
english,Yes.,9.696583261597063,Yes.,False,3.395579558385724,6.108080218602186,2
english,"[Tinny, what do you think?",6.287782010284504,"[Tinny, what do you think?",False,1.4311199263636645,7.49167046995952,10
english,And my wife?,7.238368213782161,And my wife?,False,4.631283544160058,6.87017348175546,4
english,"She was born in Los Angeles, California.",6.554421034127835,"She was born in Los Angeles, California.",False,1.2969377702688403,7.646502202583016,9
english,- No.,6.252162625649871,- No.,False,6.3330973705687,4.2123203311970725,3
english,I'll have a glass of water.,5.866988208870453,I'll have a glass of water.,False,1.5381753681154222,6.506220131871417,8
english,"All right!, look who comes up...",6.99011516176431,"All right!, look who comes up...",False,2.1063554425003024,8.248351750523472,8
english,"You have never failed to impress me, my friend.",6.093832179597089,"You have never failed to impress me, my friend.",False,1.3320311713263164,7.33404007590382,11
english,- How long you like a whole lot of it?,5.519402373753471,- How long you like a whole lot of it?,False,1.4848040817344619,6.559007357034142,11
english,I saw you! -,6.369651665225524,I saw you! -,False,3.447919927359303,6.329357332242601,5
english,"So we can't just take his medication, for instance.",5.812622536915067,"So we can't just take his medication, for instance.",False,1.3748409564682544,7.070971328411666,12
english,What do you want up there?,6.373446220011824,What do you want up there?,False,1.5924855969221063,6.949622388544991,7
english,It wasn't for a bit.,6.055545664925812,It wasn't for a bit.,False,1.7247761067910068,6.529192633946883,7
english,She doesn't know what you're talking about.,6.44585156533936,She doesn't know what you're talking about.,False,1.2167020648176001,7.647912591093477,10
english,If two or three weeks had elapsed longer you could have received him at any price.,6.059673603294996,If two or three weeks had elapsed longer you could have received him at any price.,False,1.3081797975530596,7.80939706031974,17
english,Yeah.,9.982063439552114,Yeah.,False,4.00056319956657,6.587096452121978,2
english,Don't tell me you've got nothing to worry about.,6.3167554009460645,Don't tell me you've got nothing to worry about.,False,1.207131790156492,7.7361723205197395,12
english,Well I've never had to tell you.,6.032131054684198,Well I've never had to tell you.,False,1.4143750047298371,6.936632742306303,9
english,"- Oh, yeah, I think there's many things a little hard-of-tweetener can do, though.",5.48802469034056,"- Oh, yeah, I think there's many things a little hard-of-tweetener can do, though.",False,1.1748033242506843,7.257390580946172,25
english,The show had its only two single-engine performance at the Royal Albert Hall of Famieur was won by FIDE at the Royal Netherlands Antilles - a victory by the Dutch in the French Open in 1952.,6.0555247590447125,The show had its only two single-engine performance at the Royal Albert Hall of Famieur was won by FIDE at the Royal Netherlands Antilles - a victory by the Dutch in the French Open in 1952.,False,1.115290454944309,8.324511374537028,43
english,"- No, it's, it's, it's really quite a shock.",4.987235557858321,"- No, it's, it's, it's really quite a shock.",False,1.220519528593217,6.184324489030336,16
english,He's been with them as an old man  we know them  and they  that they  they  are not going to  and they are going back to  back to.,5.304144965846858,He's been with them as an old man  we know them  and they  that they  they  are not going to  and they are going back to  back to.,False,1.1126850772980277,7.186039089467559,37
english,We all know what it means.,6.172340231384609,We all know what it means.,False,1.5269315181025969,6.643815821478746,7
english,And this was a mistake.,6.289131600950202,And this was a mistake.,False,1.7204554777478493,6.467502494815139,6
english,"I'd say you had, uh, well you've just had a chance.",5.576447914263388,"I'd say you had, uh, well you've just had a chance.",False,1.2696516544974015,7.044255263738565,16
english,He's too young.,6.887984330575375,He's too young.,False,2.1068703298784053,6.858784851621872,5
english,You might feel a little bit like it's all right.,5.8173438356914,You might feel a little bit like it's all right.,False,1.3170296326493331,7.059226835575266,12
english,The one at the beginning of the film is... - the other one is an old... -,5.191917065477372,The one at the beginning of the film is... - the other one is an old... -,False,1.21887579654397,6.640191246262068,19
english,"You said, ""There is nothing there,"" and they got on very well.",5.486428081691298,"You said, ""There is nothing there,"" and they got on very well.",False,1.2275466652774427,6.9009490389595864,16
english,"So she made a point there, and then she put it into the fire  and er, well it's like this!",5.27255224884386,"So she made a point there, and then she put it into the fire  and er, well it's like this!",False,1.1979497491455906,6.957534086344341,25
english,"Let's talk some more about a more natural number, we don't count the number of tickets anymore.",5.673099015797574,"Let's talk some more about a more natural number, we don't count the number of tickets anymore.",False,1.1986529187514505,7.404484921047322,21
english,"""And they would try to kill their father and sister--""  ""What the law of the King, the King of the Jews as soon as he was in heaven, was the Parliament.""",5.378399714680051,"""And they would try to kill their father and sister--""  ""What the law of the King, the King of the Jews as soon as he was in heaven, was the Parliament.""",False,1.112845805898512,7.31531231055859,39
english,"You'll have to come back into a position where that particular person does not need to go to prison, you can't need to set an attorney there and that other person should be allowed to talk to you in the hospital.",5.151437279829553,"You'll have to come back into a position where that particular person does not need to go to prison, you can't need to set an attorney there and that other person should be allowed to talk to you in the hospital.",False,1.0770593593522764,7.033227914765761,45
english,And the people in the world are still working on this now?,5.3810081517438,And the people in the world are still working on this now?,False,1.3303795380302623,6.545628662393558,13
english,"I could see that, because I could see all those people with their thumbs on their head.",5.503096798711397,"I could see that, because I could see all those people with their thumbs on their head.",False,1.1703496411273009,7.067875342024507,19
english,You're not?,6.990028163215266,You're not?,False,4.138074188910997,6.4664056453194725,4
english,"So I just figured out this is the same thing as the median of the angle X-linked X-rays plus, with this angle, this angle X-rays, theta and their orbitals are here in the first one and theta,",5.421133643909478,"So I just figured out this is the same thing as the median of the angle X-linked X-rays plus, with this angle, this angle X-rays, theta and their orbitals are here in the first one and theta,",False,1.084209639080613,7.458755191243633,50
english,"You are gonna get a ride, get some help.",5.801392693845156,"You are gonna get a ride, get some help.",False,1.4300800956747244,6.946256361604921,11
english,How does this work? -,6.797518554102375,How does this work? -,False,1.844851860852508,7.224869786884359,6
english,"If someone's not doing this, one's going to die.",5.583300675713515,"If someone's not doing this, one's going to die.",False,1.2905902153637032,6.8219559475370595,13
english,No.,9.195076997210865,No.,False,4.189915168856336,5.481135656635658,2
english,Okay.,10.025580688627425,Okay.,False,4.184773714835313,6.668738098489971,2
english,You're not going any further on are you?,5.9788612323455155,You're not going any further on are you?,False,1.481990760623823,7.064764672925962,10
english,She never said that.,6.613265582850599,She never said that.,False,2.0558439310708736,6.455210586546691,5
english,"Well, it's only a year of great benefit for yourself.",5.404355854575751,"Well, it's only a year of great benefit for yourself.",False,1.3635448156443042,6.5896335022674455,13
english,Oh lovely!,8.287374396103157,Oh lovely!,False,10.952363999018559,7.359801452185938,3
english,"Well, I shall go to town next Wednesday.",6.090535956997991,"Well, I shall go to town next Wednesday.",False,1.453542246140838,7.216181705601907,10
english,It is still more recent than many other names in the world that has any kind of name in it.,5.274732053269778,It is still more recent than many other names in the world that has any kind of name in it.,False,1.1873934481441173,6.830511029179841,21
english,The first of them is I'm not giving you more information so I will find her more interesting.,5.298011110836056,The first of them is I'm not giving you more information so I will find her more interesting.,False,1.2182092461785667,6.835369209746643,20
english,On your feet?,7.411876103001268,On your feet?,False,3.5949520187316555,7.009320210258553,4
english,I'll take him for a runny car.,6.020194981263209,I'll take him for a runny car.,False,1.6766644343808286,7.177043915372108,10
english,"The album were written by Bob Hope, Chris Bogle and the Beatles themselves  = = = = The Great Electronic Arts Network = = = = =",6.888093324742548,"The album were written by Bob Hope, Chris Bogle and the Beatles themselves  = = = = The Great Electronic Arts Network = = = = =",False,1.1861757408844258,9.375037291283364,30
english,Yes.,9.696583261597063,Yes.,False,3.395579558385724,6.108080218602186,2
english,"What do you believe?""",7.4586375750464295,"What do you believe?""",False,2.092594241432837,7.672242271292208,5
english,He's going to the police.,5.838344068882366,He's going to the police.,False,1.6394219719316365,6.196605499231086,7
english,"Oh, it's just a small fire in that shop by night.",5.46601093082654,"Oh, it's just a small fire in that shop by night.",False,1.3536619312952947,6.76580921314141,14
english,"It went out of date in the 15th century, as the town began to develop.",5.434143409208335,"It went out of date in the 15th century, as the town began to develop.",False,1.2014351418807585,6.932035873029305,18
english,He was a teacher at the Royal Conservatory School of Dramatic Art in 1914–1915.,6.60529015005275,He was a teacher at the Royal Conservatory School of Dramatic Art in 1914–1915.,False,1.1655196987313103,8.686542834617157,20
english,Why doesn't he sleep?,7.343399935814557,Why doesn't he sleep?,False,1.8632474946448032,8.010088510911265,6
english,It was distributed by Monero in 1980.,6.616288588768386,It was distributed by Monero in 1980.,False,1.7447989837048297,7.8627457172737,9
english,You're the kind of son... -... - You didn't kill her?,6.072836070705238,You're the kind of son... -... - You didn't kill her?,False,1.3268914362948727,7.773384251547904,16
english,And now he's got a lot of experience for the way he can be.,5.208372566098836,And now he's got a lot of experience for the way he can be.,False,1.2400539124367722,6.507523859639916,16
english,You're so handsome.,7.195876089460947,You're so handsome.,False,2.5822537577809017,7.386871991659066,5
english,Then you don't have a job.,6.068477273591299,Then you don't have a job.,False,1.4181372205795244,6.759484801095641,8
english,A man gets the better of our own things than he realizes that we don't have a home.,5.4959516270312205,A man gets the better of our own things than he realizes that we don't have a home.,False,1.2515243668630964,7.130164062776811,20
english,"""I shall always do things to get back to the country,"" replied Sam.",5.806467629390859,"""I shall always do things to get back to the country,"" replied Sam.",False,1.305657330753594,7.385366696298242,16
english,That's right.,7.2556133939297975,That's right.,False,1.9637813247074434,6.52539316791435,4
english,"That's nice, no worries.",6.570911586087042,"That's nice, no worries.",False,1.6741066299153111,7.253643033413297,7
english,And... the last time we talked... we got married...,6.425594408828118,And... the last time we talked... we got married...,False,1.375644790050985,7.948149879657062,12
english,"I mean, maybe...",6.8656360593262065,"I mean, maybe...",False,2.803011005792976,6.94974966109776,5
english,I'll tell her they were looking here for you.,5.758541867237316,I'll tell her they were looking here for you.,False,1.4836170953449321,6.900779561551511,11
english,I think he was really bad at this job.,5.9176717542858,I think he was really bad at this job.,False,1.3895396849153696,6.949488534943723,10
english,It's just about a dog named Tom.,6.194357494989504,It's just about a dog named Tom.,False,1.642228519059566,7.233035798482122,9
english,"How you feeling ""paint"" is it then that you feel that""s ""the truth"" in me"".""",5.61372071926715,"How you feeling ""paint"" is it then that you feel that""s ""the truth"" in me"".""",False,1.224078812474944,7.427271548726785,24
english,But this time I could not find the door.,5.688248206406746,But this time I could not find the door.,False,1.3944342136799528,6.622785866354205,10
english,"We are all ready, come here with me.",5.576584871679252,"We are all ready, come here with me.",False,1.4845672134376746,6.490009988948434,10
english,"It was described by the ""Tranquista of the Year"" as the game ""New York Cosmos"", the game's show in a television series of the year.",5.603018670115308,"It was described by the ""Tranquista of the Year"" as the game ""New York Cosmos"", the game's show in a television series of the year.",False,1.1337621608331678,7.582152064664759,34
english,It is often done by members of the family as well as a number of smaller families.,5.4142740332137,It is often done by members of the family as well as a number of smaller families.,False,1.1877266142652514,6.89866882250693,18
english,Now what makes you so angry at that!,6.260295449795895,Now what makes you so angry at that!,False,1.6426637927399206,7.327481756237102,9
english,"When people are interested in playing music in various areas, the violin is played at different concerts.",5.8483000647360415,"When people are interested in playing music in various areas, the violin is played at different concerts.",False,1.2304354707671603,7.583287378089023,19
english,You can't even tell an old man how old she is.,5.973080232230893,You can't even tell an old man how old she is.,False,1.2818267755762287,7.376646531610019,13
english,"Well, the answer you're looking for is always one that really works with time.",5.364177302446006,"Well, the answer you're looking for is always one that really works with time.",False,1.2304575264512199,6.788034055107089,17
english,"Well, if you ask him to do any of that, you know, I'm sure he'll just be here for a little while.",5.064478267247654,"Well, if you ask him to do any of that, you know, I'm sure he'll just be here for a little while.",False,1.0879377213290526,6.689440845973421,28
english,On this year it was named Tropical Depression Eighteen in 1999.,6.8156811957889865,On this year it was named Tropical Depression Eighteen in 1999.,False,1.5494553430459415,8.663736310453135,13
english,"In November 2009, he moved into a new club of the Spanish Football Hall of Fame again.",5.967929450432732,"In November 2009, he moved into a new club of the Spanish Football Hall of Fame again.",False,1.2347851891432498,7.755950576770027,19
english,That's the best.,6.144218134395592,That's the best.,False,2.105506076855533,5.794462727739054,5
english,"I'll hold you to your senses, too.",5.779397471625893,"I'll hold you to your senses, too.",False,1.5079627867446967,6.786889998333092,10
english,- I don't know what?,6.093607013267538,- I don't know what?,False,1.6438984931777054,6.562962751616231,7
english,"“We don't have much time,” answered Fred.",5.514752989821271,"“We don't have much time,” answered Fred.",False,1.460679821432076,6.868305202378065,14
english,what's that?,7.416877241127005,what's that?,False,2.3972762639048417,6.841990751332638,4
english,you want me to go talk to somebody who did everything.,6.0996633124720985,you want me to go talk to somebody who did everything.,False,1.3871949414385663,7.485468336124324,12
english,"The word ""dollars"" is derived from a combination of the same meaning from their language ""dazzards"", referring to the same people who speak the language in which their spoken languages or dialects of ""dormezes"" or """,5.9104703859563426,"The word ""dollars"" is derived from a combination of the same meaning from their language ""dazzards"", referring to the same people who speak the language in which their spoken languages or dialects of ""dormezes"" or """,False,1.0818134350990032,8.157855002248487,50
english,A few years ago.,6.807151233041668,A few years ago.,False,2.159646340587789,6.753797597486607,5
english,"The whole house is also made of wood, ivory canic, and stone are laid out in sand or rock-lined places or in caves.",5.721021812709962,"The whole house is also made of wood, ivory canic, and stone are laid out in sand or rock-lined places or in caves.",False,1.1756384189663542,7.682506226368443,29
english,"The school has been fully booked on the first night of the school's academic run every year since the establishment of the Chorale Supra to train the ""A"" in the year 2001-2001.",5.556741403912886,"The school has been fully booked on the first night of the school's academic run every year since the establishment of the Chorale Supra to train the ""A"" in the year 2001-2001.",False,1.0978109336959567,7.585332240684443,41
english,"But, why now?",6.724015018765445,"But, why now?",False,2.2179114434813916,6.646325283660393,5
english,"""You're just my mother, you know; and he has been brought up with his family as a mother that, as a husband, he would give birth.",5.164729729378783,"""You're just my mother, you know; and he has been brought up with his family as a mother that, as a husband, he would give birth.",False,1.120863227044881,6.935424099221192,33
english,"Yeah yes okay er Oh I know, I know what she's saying.",6.256068577897616,"Yeah yes okay er Oh I know, I know what she's saying.",False,1.3712136281789604,7.980581501778711,15
english,"She was a tall, fine man, you know, Mr. Quack, '' she said.",5.543484266000128,"She was a tall, fine man, you know, Mr. Quack, '' she said.",False,1.2195088322345216,7.187005963557917,20
english,"And there's a man, two boys who went to school for it, like, four of us, seven and seven.",5.089345958693728,"And there's a man, two boys who went to school for it, like, four of us, seven and seven.",False,1.1522781469650312,6.678698131213692,25
english,Why are you so worried you would have to kill it?,5.854375578404292,Why are you so worried you would have to kill it?,False,1.3395142909818176,7.11949452904335,12
english,"- No, no.",5.663291315086123,"- No, no.",False,2.260720472456993,5.137070193594613,5
english,"What are you saying, old man?",6.268220318868204,"What are you saying, old man?",False,1.4898364103691972,7.066479087066987,8
english,This is something new it has done.,5.759848907980055,This is something new it has done.,False,1.7309032986755546,6.403777645854098,8
english,"(Kenshin and the men of Mordor, in reality, have lost themselves in the third round, while U. S.) with 4,050 men.",5.535773872795999,"(Kenshin and the men of Mordor, in reality, have lost themselves in the third round, while U. S.) with 4,050 men.",False,1.1518621968961664,7.477993006908241,33
english,If ever there's one thing you can make that is worth nothing more than your happiness.,5.684652173680807,If ever there's one thing you can make that is worth nothing more than your happiness.,False,1.2073643411028887,7.292537411361064,18
english,I think these are the men in my ward now.,5.719955960327178,I think these are the men in my ward now.,False,1.4806644659439414,6.844720132747678,11
english,You're so... I really...,6.640895284085029,You're so... I really...,False,2.0142600757215967,7.433414629836077,7
english,"""You'd think I had just read my mind to you?""",6.016056664438627,"""You'd think I had just read my mind to you?""",False,1.4302825983300258,7.48531858187877,13
english,"You and I, we had this whole time together.",5.4069155839773,"You and I, we had this whole time together.",False,1.338382409719048,6.353375107896347,11
english,"No, thanks.",6.879633118233088,"No, thanks.",False,2.554666084323829,6.100783257469946,4
english,"That means that if someone is going to go in there, the number that I have in my control is going to come out right now.",5.043135372242723,"That means that if someone is going to go in there, the number that I have in my control is going to come out right now.",False,1.1146075322552782,6.669336207940343,28
english,what is it?,7.3630307695201775,what is it?,False,2.1247173971561213,6.712984334065529,4
english,(birds chirping),8.242435352060879,(birds chirping),False,2.1100144656819597,9.349819486650679,6
english,So you say that I'm the biggest idiot!,6.309118900706954,So you say that I'm the biggest idiot!,False,1.490387239267742,7.539669141889057,10
english,It just looks so good when you feel like you have something you don't want in the moment.,5.4570766713727386,It just looks so good when you feel like you have something you don't want in the moment.,False,1.1551882333353387,7.040057118254623,20
english,Don't move.,7.511482625490717,Don't move.,False,2.5933702530321256,7.011191801887117,4
english,Let's be real nice if I'm not here to listen to music.,5.7780297135949565,Let's be real nice if I'm not here to listen to music.,False,1.2687321156609292,7.263242468239359,15
english,I'm sure your father is a very good dog.,5.930716894702346,I'm sure your father is a very good dog.,False,1.384824448116647,7.117422200641329,11
english,The United States is the country's first national government government.,5.89704898575813,The United States is the country's first national government government.,False,1.408674486419752,7.202221825624662,12
english,I'd like to have a talk with you.,5.48098176345151,I'd like to have a talk with you.,False,1.295099964586203,6.2944445161763936,10
english,"I feel terrible about it when I'm in charge of dealing the case in which you know, it's my parents who are part and their rights and I was in charge, right? -",5.120245878877472,"I feel terrible about it when I'm in charge of dealing the case in which you know, it's my parents who are part and their rights and I was in charge, right? -",False,1.1172914453975393,6.936522185258099,38
english,"Now, you see how happy you are of this.",5.307778805448468,"Now, you see how happy you are of this.",False,1.3779666092597869,6.224099761159575,11
english,I didn't want to hurt my feelings.,6.424254155711321,I didn't want to hurt my feelings.,False,1.341629633002556,7.474872344320123,9
english,What kind of work have you got there?,6.030808464763388,What kind of work have you got there?,False,1.4672547366672375,6.950546521785715,9
english,If you make a decision that this is your decision... you may have some time to wait for the defendant.,5.2296370625082895,If you make a decision that this is your decision... you may have some time to wait for the defendant.,False,1.175390633517971,6.797511652585867,22
english,We just wanted to get to the hospital.,5.59898699298512,We just wanted to get to the hospital.,False,1.4412924028530067,6.3250884396808615,9
english,"If you were to have had any doubt, it may be called a shawl or a small hillhouse which once belonged to the people of some other small towns.",5.515106023013014,"If you were to have had any doubt, it may be called a shawl or a small hillhouse which once belonged to the people of some other small towns.",False,1.12172073803699,7.451784975412725,34
english,It's like the last time I saw him he's all better.,5.507620182579787,It's like the last time I saw him he's all better.,False,1.3044113807319224,6.809376764727541,14
english,It's really sweet and kind of my fault.,5.986021912079851,It's really sweet and kind of my fault.,False,1.4965825000999202,7.079227966956712,10
english,"The first year of the season was in May, he was able to reach the final of his three consecutive appearances, scoring the first goal of the season.",5.183923931789568,"The first year of the season was in May, he was able to reach the final of his three consecutive appearances, scoring the first goal of the season.",False,1.0994623290262504,6.9221661886550105,31
english,"I mean, he's a big enough person to get a little bit of the money  he can give us some money as well.",5.282075158874618,"I mean, he's a big enough person to get a little bit of the money  he can give us some money as well.",False,1.151553778448027,7.003277044920174,27
english,"If he could walk so high, he could drive a little way from me through there!",5.672096792876599,"If he could walk so high, he could drive a little way from me through there!",False,1.2770597951301228,7.298741894966862,18
english,"There, now wait.",6.211699301295864,"There, now wait.",False,2.7641510432384395,6.008206151866249,5
english,"You, my daughter, did you know the boy was, uh, a friend of mine that did?",5.368566624399412,"You, my daughter, did you know the boy was, uh, a friend of mine that did?",False,1.1657609606118475,6.9568346984426555,21
english,They must be stopped when the fire happens to-morrow.,6.1765709527626464,They must be stopped when the fire happens to-morrow.,False,1.4709979214426794,7.620752316218025,12
english,- Okay.,6.514238534865375,- Okay.,False,10.780215625510783,4.816304269519141,3
english,"The name of the city comes from ""curse of the Snow Blower"".",6.260222059080207,"The name of the city comes from ""curse of the Snow Blower"".",False,1.273707450871887,8.023846296273536,16
english,"They didn't even want to tell the truth, just to know you weren't really there, but I'm kind of busy, busy, busy?",5.455775541073822,"They didn't even want to tell the truth, just to know you weren't really there, but I'm kind of busy, busy, busy?",False,1.1205893563628044,7.301448483378908,30
english,What's a date for you guys?,6.134920151639433,What's a date for you guys?,False,1.5679455862231573,6.897782236704971,8
english,"“That's a shame,” said Mr. Chowdler again.",5.6375715611292865,"“That's a shame,” said Mr. Chowdler again.",False,1.3536147147131945,7.220233487854635,17
english,"I'm so happy to hear that from Mrs. Hammond, in a long time.",5.470390665460389,"I'm so happy to hear that from Mrs. Hammond, in a long time.",False,1.2509698433565166,6.947103885911984,17
english,"Well, she's not coming to any kind of fun to you.",5.315480138962201,"Well, she's not coming to any kind of fun to you.",False,1.2801135092283993,6.5264013888175665,14
english,Then I'll give you the next clue!,6.536157125046129,Then I'll give you the next clue!,False,1.5351170253192152,7.692975591877436,9
english,what do you wanna show laura?,7.56982966919268,what do you wanna show laura?,False,1.9032852081311986,9.034045329954674,8
english,"The last known cases of the two men were found in Georgia the following spring of the Civil Rights Bill had been passed in October 1918, and their territory began in the Virginia Plan, Virginia, and Virginia.",5.564417750984817,"The last known cases of the two men were found in Georgia the following spring of the Civil Rights Bill had been passed in October 1918, and their territory began in the Virginia Plan, Virginia, and Virginia.",False,1.1158049775051364,7.603315063601646,41
english,I'm sorry.,7.597276925198626,I'm sorry.,False,2.417786026395045,7.10374170864713,4
english,I just think we're going to have to stay together until we get something to eat together and stay in France.,5.548671819150487,I just think we're going to have to stay together until we get something to eat together and stay in France.,False,1.1511155087271476,7.277709515157691,23
