model,generation,morcela,generation_cleaned,hadR,perplexity,slor
shuffle_nondeterministic,"., you know're just",10.42885446033529,"., you know're just",False,4.060919925729473,10.020186871798623
shuffle_nondeterministic,it get let'tDon.,8.417133903036575,it get let'tDon.,False,3.641037229097625,8.058518958744425
shuffle_nondeterministic,", I this a. a just I,. think, likeBut it, one",9.645404617141153,", I this a. a just I,. think, likeBut it, one",False,1.611655867058649,10.29569666837192
shuffle_nondeterministic,.Yeah,4.315887339625599,.Yeah,False,383.12028465408343,0.95606393668176
shuffle_nondeterministic,inShe the in. a the played country woman,10.311907688425475,inShe the in. a the played country woman,False,2.399135195963292,10.745873754332878
shuffle_nondeterministic,"! the of be ofIt by. not a of,, in a the,, number States the population the and United United. the of,, at of a-In. the he Army a of was Nazi the family member",11.032447695503024,"! the of be ofIt by. not a of,, in a the,, number States the population the and United United. the of,, at of a-In. the he Army a of was Nazi the family member",False,1.188000100889781,12.179864753556899
shuffle_nondeterministic,"isThe! it that.,",8.48317310725808,"isThe! it that.,",False,4.223206497944972,8.15051270398992
shuffle_nondeterministic,.Yeah,4.315887339625599,.Yeah,False,383.12028465408343,0.95606393668176
shuffle_nondeterministic,is what a a?And this,10.242084467869615,is what a a?And this,False,2.5564117813059224,10.280777766392362
shuffle_nondeterministic,I. don know't,7.84723417120716,I. don know't,False,5.529344509157512,7.163365081722661
shuffle_nondeterministic,.The of the of is state of. is governor head Illinois,10.370613326390306,.The of the of is state of. is governor head Illinois,False,1.8526803256316406,10.992818778720753
shuffle_nondeterministic,No. need,7.793832379933349,No. need,False,14.046339104578664,5.989021809775724
shuffle_nondeterministic,"'t just it and if, don know's you it. can that the it you one to.'s up that ifSo",10.465931003310113,"'t just it and if, don know's you it. can that the it you one to.'s up that ifSo",False,1.3326963334414614,11.399673831630615
shuffle_nondeterministic,"that of of and, as. this of",10.10212175230282,"that of of and, as. this of",False,2.0072580998540137,10.386815630490842
shuffle_nondeterministic,".The from it, in the with the of the the",10.588986263773483,".The from it, in the with the of the the",False,1.5192164842611244,11.154597864046806
shuffle_nondeterministic,. you toGood. see,8.738521293069844,. you toGood. see,False,3.976940139284549,8.429502989039833
shuffle_nondeterministic,!.I was,11.171912612689475,!.I was,False,4.554231749293272,9.639738512427796
shuffle_nondeterministic,", of the. have at we all the that you the this know. for youAnd time",10.676845842420349,", of the. have at we all the that you the this know. for youAnd time",False,1.4560162900055194,11.530565016341901
shuffle_nondeterministic,".,,",6.834328255290256,".,,",False,9.701473993243793,3.3343433420959983
shuffle_nondeterministic,? we here to going what you do. are know,10.9249023137019,? we here to going what you do. are know,False,1.8927637673794433,11.488067130037011
shuffle_nondeterministic,Yeah.,8.692763932261707,Yeah.,False,4.813730746195478,5.332940529317868
shuffle_nondeterministic,", he of in it I the to the, to get theBut the. so was first see",10.816840438351992,", he of in it I the to the, to get theBut the. so was first see",False,1.3899272512975653,11.70610940636581
shuffle_nondeterministic,"be, it. is to a theIn at a least or a that on the,",10.404928339560847,"be, it. is to a theIn at a least or a that on the,",False,1.3977762818980655,11.193866585313138
shuffle_nondeterministic,"No,. not that not",11.445739085831182,"No,. not that not",False,3.7102810760868588,11.149258644019024
shuffle_nondeterministic,me aGive second.,9.275809148129577,me aGive second.,False,5.441298851020019,8.762963082554222
shuffle_nondeterministic,". the from to., it you,., that and do so and, is it at theAnd",10.260763905588435,". the from to., it you,., that and do so and, is it at theAnd",False,1.3933834076201947,11.083005912920068
shuffle_nondeterministic,of? ofYou's know we what each. them,9.378947729000773,of? ofYou's know we what each. them,False,2.060568261242428,9.765218854167424
shuffle_nondeterministic,I itBut you. the for same like.,9.372232876118291,I itBut you. the for same like.,False,2.285001786148879,9.686525214315651
shuffle_nondeterministic,of the. a member was HouseHe.,9.288348297533767,of the. a member was HouseHe.,False,2.268212759776275,9.489311794637494
shuffle_nondeterministic,".I, have you. time know for",8.693323363396056,".I, have you. time know for",False,2.037109202052822,8.809232576826817
shuffle_nondeterministic,and to that to of be out that we in need. going was were to we er it to of a get thereAnd we,11.61370374622792,and to that to of be out that we in need. going was were to we er it to of a get thereAnd we,False,1.3080361181075073,12.698314972461763
shuffle_nondeterministic,"be, I.Well in don I, the think same't.",8.785448045594558,"be, I.Well in don I, the think same't.",False,1.6332039058896919,9.251038971045247
shuffle_nondeterministic,this'swhat?,7.860584114919623,this'swhat?,False,4.250174208712717,6.686217255534569
shuffle_nondeterministic,. there isand,8.475951733752884,. there isand,False,9.657043631805777,7.475461872352788
shuffle_nondeterministic,. know youHow do?,9.095348940594954,. know youHow do?,False,3.512933515421678,8.81451311318147
shuffle_nondeterministic,?- Like,7.139233889162431,?- Like,False,19.103800144274476,5.292401025714772
shuffle_nondeterministic,"to, get're,And you. have of,., if out to going I",8.992067418391246,"to, get're,And you. have of,., if out to going I",False,1.5544195935790415,9.592720245077272
shuffle_nondeterministic,knowi.,7.394541424838789,knowi.,False,6.373814569886067,5.445716168411921
shuffle_nondeterministic,is. you toThat,8.611156693058861,is. you toThat,False,5.05826799777989,8.00899921445129
shuffle_deterministic21,-I not know.,8.094039400618271,-I not know.,False,2.899117265911498,7.361878117683976
shuffle_deterministic21,the the the goIt inside on has do.,10.358166575447443,the the the goIt inside on has do.,False,2.209694795589302,10.787774496780253
shuffle_deterministic21,"in a. was in,"" him and and the with an a ofThe"", the,-",10.430744514505657,"in a. was in,"" him and and the with an a ofThe"", the,-",False,1.5335950558717257,11.234036137037338
shuffle_deterministic21,"of part like. is live its people not on humans, and the theIt now it",10.738956414479487,"of part like. is live its people not on humans, and the theIt now it",False,1.5105281735491478,11.577730224381193
shuffle_deterministic21,Thanks.,8.639357612028192,Thanks.,False,5.700575914319292,5.293541334552158
shuffle_deterministic21,Yes.,8.518076667016253,Yes.,False,4.418464157530788,5.126728946524601
shuffle_deterministic21,"of? for X but side is as X, to it know of know what theAll at the INow this, that a as all we X the get of you have the list x can c",11.36773791966198,"of? for X but side is as X, to it know of know what theAll at the INow this, that a as all we X the get of you have the list x can c",False,1.1992832460975986,12.535974350528846
shuffle_deterministic21,Really?,9.322665685148372,Really?,False,23.659516676095414,6.231897255198451
shuffle_deterministic21,I's sure  that've why anybody.,8.172900029542197,I's sure  that've why anybody.,False,2.150856811225841,8.23237696682274
shuffle_deterministic21,How did that know about that?,11.323954594513037,How did that know about that?,False,1.8625523259567198,11.455297032702772
shuffle_deterministic21,",-isse area to of a, is is not the is  cant the the to of aboutThe of,. is and which you and is centre about at which on centre of the to the on you a which isond which theTheond",11.2891294613556,",-isse area to of a, is is not the is  cant the the to of aboutThe of,. is and which you and is centre about at which on centre of the to the on you a which isond which theTheond",False,1.16351561964777,12.48645091328364
shuffle_deterministic21,He's got to get the plane.,10.246667305116866,He's got to get the plane.,False,1.5764890511102037,10.391764498484212
shuffle_deterministic21,""" the be in a canYou for book!",10.66009434154386,""" the be in a canYou for book!",False,2.1271296180575425,11.121647843842759
shuffle_deterministic21,"do I. their! they,, because're know they, in areBut I they they know they",10.409603738123877,"do I. their! they,, because're know they, in areBut I they they know they",False,1.419002319669638,11.252072616229658
shuffle_deterministic21,This is fine with me.,10.423543656320637,This is fine with me.,False,2.3103143283492957,10.252781484127118
shuffle_deterministic21,"that about lot a the there and who I and the wasAnd of it in as a-. that lot I of that the how on I end, to to got a we",11.80476718948707,"that about lot a the there and who I and the wasAnd of it in as a-. that lot I of that the how on I end, to to got a we",False,1.218005019127975,12.994917413469793
shuffle_deterministic21,Oh.,8.065856800300207,Oh.,False,6.935466018941791,4.67434395881147
shuffle_deterministic21,[]ighsSs],7.580828614107195,[]ighsSs],False,5.674921378652443,6.8678506039355
shuffle_deterministic21,". this this a the to than as, is of but to's a a. to in an have has is of that I and not,,'s in any that. with to has year, they the evidence of, the moreThere the,",10.454153771674385,". this this a the to than as, is of but to's a a. to in an have has is of that I and not,,'s in any that. with to has year, they the evidence of, the moreThere the,",False,1.1437573695383423,11.552063004497176
shuffle_deterministic21,"she daughter a the her and at so queen the on home and , . to as and was her her , all her all where to , she , king he was , in son of a on one , , a home the , hisAnd by as",12.128101893441956,"she daughter a the her and at so queen the on home and , . to as and was her her , all her all where to , she , king he was , in son of a on one , , a home the , hisAnd by as",False,1.1494760946383946,13.42929032562858
shuffle_deterministic21,They're over out there.,9.889296380100765,They're over out there.,False,2.1211969812285836,9.643509281120535
shuffle_deterministic21,talk to't likeI about don about it these.,10.201268447038755,talk to't likeI about don about it these.,False,2.031262683985679,10.685368748459892
shuffle_deterministic21,theth originally started 17 of year wasIt Egypt Roman.,10.0619589678231,theth originally started 17 of year wasIt Egypt Roman.,False,2.1054595929310245,10.60327199076759
shuffle_deterministic21,"play can we canAnd a for, that't the while .",10.671331135087483,"play can we canAnd a for, that't the while .",False,1.7149611327571357,11.320594075711472
shuffle_deterministic21,"Thank you, sir! No. -,.",9.444597383077214,"Thank you, sir! No. -,.",False,1.769884742863696,9.634442609761585
shuffle_deterministic21,"as the,, er I he was,. one andm the there one  er the his IAnd. inm the's the of is  as to he sort were that , . time",10.620341302099378,"as the,, er I he was,. one andm the there one  er the his IAnd. inm the's the of is  as to he sort were that , . time",False,1.204791927959336,11.686528584719829
shuffle_deterministic21,"the the doesn't that two with next one, beWell point that?",10.312545015042932,"the the doesn't that two with next one, beWell point that?",False,1.622150018763722,11.006042913357406
shuffle_deterministic21,"the her were of. and the of the in and of the the had,He to the to;, and and in him to of ands out which one of the of the the the the the the were the as the to the that the",11.709850680235855,"the her were of. and the of the in and of the the had,He to the to;, and and in him to of ands out which one of the of the the the the the the were the as the to the that the",False,1.12289070355458,12.95380844953961
shuffle_deterministic21,I see you.,9.18840911785691,I see you.,False,3.4380232165156417,8.14913448107716
shuffle_deterministic21,He needs to hear of the baby.,10.951541520551801,He needs to hear of the baby.,False,1.811359568877013,11.198796987484524
shuffle_deterministic21,How you doing?,10.343327670592759,How you doing?,False,3.8807019019872873,9.458550900108047
shuffle_deterministic21,",. it a to or the the is a one, the his in that and's have will the. to with in,. theyHe and it been he a a, the, of, and the,'s he and. for with,",10.534113903422552,",. it a to or the the is a one, the his in that and's have will the. to with in,. theyHe and it been he a a, the, of, and the,'s he and. for with,",False,1.132893289724609,11.63287789366727
shuffle_deterministic21,"in go. I the bitThe trees of is up different to the to. thing is, the a have way want of I get",10.848924121870256,"in go. I the bitThe trees of is up different to the to. thing is, the a have way want of I get",False,1.2939777259333018,11.852743135514046
shuffle_deterministic21,what is it ?,12.811094694773807,what is it ?,False,2.2846178253802263,12.160957579032338
shuffle_deterministic21,"one Chicago from of it at and in history and is his and of, at,, of number number a of of the of this House the part California at University and, the has inHe. Illinois a, which at's the one- University",11.045014261816043,"one Chicago from of it at and in history and is his and of, at,, of number number a of of the of this House the part California at University and, the has inHe. Illinois a, which at's the one- University",False,1.1538939680357014,12.2117737664498
shuffle_deterministic21,"with, that the like of me a I have me a I., um, IYes,-, been,, date just you it it, know just I heard",10.603162111943178,"with, that the like of me a I have me a I., um, IYes,-, been,, date just you it it, know just I heard",False,1.250089796921824,11.62631796374495
shuffle_deterministic21,I don't know.,8.973945921237677,I don't know.,False,1.7920451774612713,8.29007683175318
shuffle_deterministic21,never come made them backI!.,10.840138055398436,never come made them backI!.,False,3.6493139065620084,10.99433664433125
shuffle_deterministic21,We could't even had a drink.,10.072181721381797,We could't even had a drink.,False,1.884788225469724,10.217778914637245
shuffle_deterministic21,"a here. function that's a, we we of it thing the know, there it this ofWell,,,'s the.'s's we here was, the's, be,. function that it the in",9.92504266144578,"a here. function that's a, we we of it thing the know, there it this ofWell,,,'s the.'s's we here was, the's, be,. function that it the in",False,1.1814960458147707,10.927752309755387
shuffle_deterministic21,"not Well said for , what him . youth are, , to the for me they the the ' the ? the ` ; it is king they about .` the as said and , you it , , ` ' of ' Troll ' , , King",11.86719560800413,"not Well said for , what him . youth are, , to the for me they the the ' the ? the ` ; it is king they about .` the as said and , you it , , ` ' of ' Troll ' , , King",False,1.1480359611808866,13.14025256864537
shuffle_deterministic21,You've stolen me the news?,10.269176974129051,You've stolen me the news?,False,2.3821310030539786,10.302601440035389
shuffle_deterministic21,"this in born,He the was state of province.",9.835773976356679,"this in born,He the was state of province.",False,1.9628158211178197,10.271471390309548
shuffle_deterministic21,"it.. I, you, a theI- a and of you I would make the the with it with me of the",10.789653681069781,"it.. I, you, a theI- a and of you I would make the the with it with me of the",False,1.2468660695684564,11.754531471998089
shuffle_deterministic21,"to in the in that, were the of in, the he, the in but for as a her and that of were the and they it they the of in of the. at , that would when or and to and, a and on people",11.376829374514273,"to in the in that, were the of in, the he, the in but for as a her and that of were the and they it they the of in of the. at , that would when or and to and, a and on people",False,1.1230267958138036,12.584238058794428
shuffle_deterministic21,The new deal was a one.,10.459251678953853,The new deal was a one.,False,2.076483349355779,10.499063521997813
shuffle_deterministic21,the the have the in and up.,10.853097782151936,the the have the in and up.,False,2.074935199443636,11.104882526844337
shuffle_deterministic21,They're staying at the house.,10.304845579989301,They're staying at the house.,False,1.7437738832653926,10.304819685641506
shuffle_deterministic21,", the that, the., is a for up, a, wasI be the a not, at, I's, it that a to is at, the, at a of is a the they a can, know lot in about of",10.127094292119548,", the that, the., is a for up, a, wasI be the a not, at, I's, it that a to is at, the, at a of is a the they a can, know lot in about of",False,1.131324366414701,11.180323845716451
shuffle_deterministic21,"are lot of involved all, are animals care and are or family of it for ofThere of you and that numberIt. of about's all is think get that things plants a ways that",11.273694310612733,"are lot of involved all, are animals care and are or family of it for ofThere of you and that numberIt. of about's all is think get that things plants a ways that",False,1.2051027215363657,12.419018343788405
shuffle_local3,"In 1984, he starred in one series, ""It's a 2, 1 4.1, of movies and98"", movies 2 in "" appeared asa suchhabhBhand the B in movieale dramaale 2014D"", ""hassi",9.593072498417555,"In 1984, he starred in one series, ""It's a 2, 1 4.1, of movies and98"", movies 2 in "" appeared asa suchhabhBhand the B in movieale dramaale 2014D"", ""hassi",False,1.1458388619840987,10.590555262717283
shuffle_local3,Yeah.,8.692763932261707,Yeah.,False,4.813730746195478,5.332940529317868
shuffle_local3,I have to take part of my word.,10.901883411446196,I have to take part of my word.,False,1.691206405058796,11.26266572583125
shuffle_local3,I think I gave you a little break.,10.980174808057988,I think I gave you a little break.,False,1.5032390578336097,11.33617115149143
shuffle_local3,- No.,6.606879603060226,- No.,False,12.71562737250644,4.64630653682683
shuffle_local3,"You heard what I said, mm.",9.665414548747153,"You heard what I said, mm.",False,1.8854071075210603,9.76180165457308
shuffle_local3,What?,7.92974108977869,What?,False,16.666579950282117,4.6279023377411885
shuffle_local3,"Now four of them were, there is a significant change in life in the world.",11.215219054684209,"Now four of them were, there is a significant change in life in the world.",False,1.2607459402911003,12.059689506018914
shuffle_local3,"And may I point out that the, the, which we will be, we have the fact that we might wind up a hundred and twenty.",10.967357299702163,"And may I point out that the, the, which we will be, we have the fact that we might wind up a hundred and twenty.",False,1.1532292372914603,11.995085763396052
shuffle_local3,No.,8.105290137907335,No.,False,4.424580468692286,4.66413126467196
shuffle_local3,"You were just in time to get over this thing so, in fact, if I just say to a negative 0, that is the negative 1 minus 0 - 1, minus 3, 3 plus 3 plus 2 is 2 equal to or 3, plus",11.090604084386506,"You were just in time to get over this thing so, in fact, if I just say to a negative 0, that is the negative 1 minus 0 - 1, minus 3, 3 plus 3 plus 2 is 2 equal to or 3, plus",False,1.0908557922501099,12.259838605835473
shuffle_local3,No sign of a struggle.,10.52133192867823,No sign of a struggle.,False,2.2414294427101957,10.358744640997925
shuffle_local3,"Other things are not known about the, and the way in which was the first time that the country's independence and this year for the nation then was regarded as a sovereign state in the Mexican state, during the 17th century years they were the part",11.666723033683112,"Other things are not known about the, and the way in which was the first time that the country's independence and this year for the nation then was regarded as a sovereign state in the Mexican state, during the 17th century years they were the part",False,1.0840358715033542,12.904952534824533
shuffle_local3,I love you.,9.22288650987384,I love you.,False,3.256190152314412,8.181207127076599
shuffle_local3,mhm .,9.505692255559682,mhm .,False,17.096474518821882,7.931939978840906
shuffle_local3,Early life.,9.975065206792406,Early life.,False,3.752127768031825,8.274524775617918
shuffle_local3,"He couldn't see what the little man was up to, after all, for all the little changes he had become at the corner, at night and once had been placed beside a shelf next to the room; the latter had been asleep, had for",11.210760338327102,"He couldn't see what the little man was up to, after all, for all the little changes he had become at the corner, at night and once had been placed beside a shelf next to the room; the latter had been asleep, had for",False,1.0853795079625985,12.39393357200118
shuffle_local3,"I was just, and at this time, she thought, ""Well, you know, in fact.",9.405133063074622,"I was just, and at this time, she thought, ""Well, you know, in fact.",False,1.1680354873890288,10.124336295861871
shuffle_local3,"And so in that I three I wanted to write in the Times Times, when I said that it's actually true, and, and I, and, as the news I'm getting, I read across the News has said, uh, is the",10.535436033553854,"And so in that I three I wanted to write in the Times Times, when I said that it's actually true, and, and I, and, as the news I'm getting, I read across the News has said, uh, is the",False,1.0873536088974127,11.637063559074322
shuffle_local3,A number of these are a new kind of services on the first lunar day in which the seeds of the song did not come true and not ended.,11.829478315020573,A number of these are a new kind of services on the first lunar day in which the seeds of the song did not come true and not ended.,False,1.1680839441509885,12.973719403830357
shuffle_local3,We'll do the best we can get.,10.68959355107955,We'll do the best we can get.,False,1.4737037045410288,11.008004847218057
shuffle_local3,"In 2004, Oakley had a population of 4,649 people, including from St. Louis, North Carolina, North Carolina, Iowa and Montana roughly 1% in Kansas at that rate,- the, inmost top- as populous well in",10.110643407570178,"In 2004, Oakley had a population of 4,649 people, including from St. Louis, North Carolina, North Carolina, Iowa and Montana roughly 1% in Kansas at that rate,- the, inmost top- as populous well in",False,1.1142702250944592,11.160042090660744
shuffle_local3,"Maybe it was just me, the ... the thing you.",10.803138363227518,"Maybe it was just me, the ... the thing you.",False,1.512230724257047,11.394120668466483
shuffle_local3,Aren't you?,8.062722896122994,Aren't you?,False,4.108056080646891,7.368970280297736
shuffle_local3,"No, it's not, of course, no.",8.400342820060196,"No, it's not, of course, no.",False,1.2993910932847552,8.612301588812882
shuffle_local3,"Well, my brother wants to go back to Paris.",10.632844291466698,"Well, my brother wants to go back to Paris.",False,1.3681749081952386,11.121351271462824
shuffle_local3,"Between 1958 and 1992, she taught at the London School of Education.",11.0237242863197,"Between 1958 and 1992, she taught at the London School of Education.",False,1.379543269279571,11.739880666110205
shuffle_local3,I'm going to give this to K.,10.470019827030056,I'm going to give this to K.,False,1.5324034999597933,10.766575039036642
shuffle_local3,i find that I have a place where the same set of the numbers is there.,11.590780941419883,i find that I have a place where the same set of the numbers is there.,False,1.2761633182699936,12.482194645385007
shuffle_local3,"Yes, and you don't, as a lady, not his mother, you know, used to be a lady, it is the wife, the wife is, for the family, for the family.",9.915007809097446,"Yes, and you don't, as a lady, not his mother, you know, used to be a lady, it is the wife, the wife is, for the family, for the family.",False,1.0827110006153051,10.90058527940732
shuffle_local3,That's your name too.,9.475018633773713,That's your name too.,False,2.1171655752266205,9.178842017391771
shuffle_local3,"But what in it did you mean, be really willing to be fair, uh, for a, uh, can you say, you sort of, you go, you buy, if you take, uh, uh, you go and, and you",9.834012069198245,"But what in it did you mean, be really willing to be fair, uh, for a, uh, can you say, you sort of, you go, you buy, if you take, uh, uh, you go and, and you",False,1.078295327225895,10.849700963776868
shuffle_local3,"It ended in 1929 as a member of the country entitled ""Alpes d'Forgetemperors d’pone d“Proatamists’th, ‘the deuce of la Contesse d�d�",10.466636248699562,"It ended in 1929 as a member of the country entitled ""Alpes d'Forgetemperors d’pone d“Proatamists’th, ‘the deuce of la Contesse d�d�",False,1.1625562961913158,11.542925685003182
